"File","Time","Status","Message"
"2016021614","2016-02-16 09:31:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021614","2016-02-16 09:46:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021614","2016-02-16 10:01:09","Failed","Error in loadNamespace(name) : there is no package called 'curl'
"
"2016021615","2016-02-16 10:08:41","Failed","Error in loadNamespace(name) : there is no package called ‘curl’
"
"2016021700","2016-02-16 19:16:10","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016021700","2016-02-16 19:31:10","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016021700","2016-02-16 19:46:10","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016021700","2016-02-16 20:01:10","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016021701","2016-02-16 20:16:10","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016021701","2016-02-16 20:31:10","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016021701","2016-02-16 20:46:10","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016021701","2016-02-16 21:01:10","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016021702","2016-02-16 21:46:20","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016021915","2016-02-19 11:01:22","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016021920","2016-02-19 15:16:13","Failed","Error in open.connection(con, ""rb"") : 
  FTP: couldn't retrieve (RETR failed) the specified file
"
"2016022017","2016-02-20 12:16:26","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016022017","2016-02-20 12:31:23","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016022017","2016-02-20 12:46:23","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016022017","2016-02-20 13:01:23","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016022020","2016-02-20 15:31:25","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016022022","2016-02-20 17:16:16","Failed","Error in tokenize(datasource, tokenizer = tokenizer, n_max = 1)[[1]] : 
  subscript out of bounds
"
"2016022103","2016-02-20 22:46:24","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
"2016022103","2016-02-20 23:01:24","Failed","Error in open.connection(con, ""rb"") : Timeout was reached
"
